student_id,name,gender,university_name,university_type,department,semester/year,cgpa,subjects,attendance_percentage,study_hours_per_day,weak_subjects,strong_subjects,district,device_usage_time,preferred_study_time,exam_score,historical_scores,risk_level
U02041,Adnan Chowdhury,Male,CUET,Public,Civil Engineering,"Year 1, Spring",3.22,"Circuit Analysis, Database Systems, Data Structures, Machine Learning",69.1,6.5,Machine Learning,"Circuit Analysis, Data Structures",Chattogram,3.7,Morning,79.4,"81.1,82.9,82.4,72.4,79.4",Medium
U02042,Karim Begum,Male,RUET,Public,Nursing,"Year 2, Summer",3.48,"Clinical Pharmacy, Organic Chemistry, Genetics, Human Anatomy, Pharmacology",62.3,6.5,Clinical Pharmacy,Genetics,Dhaka,8.4,Night,87.7,"90.7,88.1,87.5,86.8,87.7",Medium
U02043,Nabil Uddin,Male,University of Dhaka,Public,HRM,"Year 1, Spring",2.34,"Principles of Management, Marketing Strategy, Business Law, Financial Accounting",73.0,3.6,"Marketing Strategy, Principles of Management","Financial Accounting, Business Law",Cox's Bazar,5.9,Morning,58.1,"53.4,50.3,56.5,57.2,58.1",High
U02044,Tasnia Hasan,Female,BRAC University,Private,Anthropology,"Year 2, Fall",4.0,"Social Psychology, Political Science, Research Methodology, World History",99,3.0,"Social Psychology, Political Science","World History, Research Methodology",Khulna,4.9,Night,95.8,"98.2,98.2,99.3,92.0,95.8",Medium
U02045,Nabil Chowdhury,Male,University of Liberal Arts Bangladesh,Private,Civil Engineering,"Year 3, Fall",4.0,"Data Structures, Algorithms, Circuit Analysis, Thermodynamics, Machine Learning, Database Systems",83.6,3.9,Circuit Analysis,Algorithms,Khulna,5.0,Evening,96.1,"91.9,88.2,87.6,95.8,96.1",Medium
U02046,Raisa Ali,Female,University of Liberal Arts Bangladesh,Private,Finance,"Year 4, Summer",3.7,"Business Law, Microeconomics, Financial Accounting, Marketing Strategy, Principles of Management",97.5,2.2,"Microeconomics, Principles of Management",Business Law,Mymensingh,7.9,Night,94.0,"93.8,95.7,85.3,96.4,94.0",Medium
U02047,Sajid Uddin,Male,Jahangirnagar University,Public,Data Science,"Year 1, Spring",3.64,"Database Systems, Data Structures, Machine Learning, Circuit Analysis, Thermodynamics, Algorithms",77.2,1,Thermodynamics,"Database Systems, Algorithms",Bogura,8.1,Night,92.9,"82.9,93.1,96.1,92.9,92.9",High
U02048,Tasnia Khan,Female,BRAC University,Private,Marketing,"Year 2, Summer",2.46,"Business Law, Principles of Management, Financial Accounting, Microeconomics, Marketing Strategy",73.9,3.4,Marketing Strategy,"Microeconomics, Principles of Management",Dhaka,5.3,Night,61.2,"55.8,57.3,61.8,55.3,61.2",High
U02049,Zubayer Begum,Male,Comilla University,Public,Data Science,"Year 4, Spring",3.21,"Machine Learning, Circuit Analysis, Data Structures, Algorithms, Thermodynamics, Database Systems",81.2,3.1,Data Structures,"Circuit Analysis, Machine Learning",Dhaka,6.6,Afternoon,81.1,"85.4,78.0,85.0,76.4,81.1",Medium
U02050,Nabila Hasan,Female,BUET,Public,International Law,"Year 1, Summer",2.92,"Constitutional Law, Jurisprudence, Criminal Law, Civil Procedure",73.4,1.1,"Jurisprudence, Criminal Law",Constitutional Law,Khulna,3.3,Night,75.3,"65.9,70.5,73.6,66.0,75.3",High
U02051,Mahmud Islam,Male,Ahsanullah University of Science and Technology,Private,Economics,"Year 1, Summer",3.93,"Principles of Management, Marketing Strategy, Microeconomics, Financial Accounting",94.9,5.6,Principles of Management,Microeconomics,Cumilla,3.3,Morning,100,"91.5,98.0,97.8,100,100",Low
U02052,Sadia Chowdhury,Female,East West University,Private,HRM,"Year 4, Spring",3.15,"Marketing Strategy, Financial Accounting, Business Law, Principles of Management, Microeconomics",56.5,1,Principles of Management,Financial Accounting,Jessore,4.4,Afternoon,80.4,"81.7,71.6,70.7,85.0,80.4",High
U02053,Karim Islam,Male,University of Liberal Arts Bangladesh,Private,Pharmacy,"Year 4, Summer",3.5,"Organic Chemistry, Genetics, Human Anatomy, Clinical Pharmacy, Pharmacology",74.2,4.9,Clinical Pharmacy,Pharmacology,Sylhet,3.7,Morning,88.5,"84.4,78.9,85.7,89.8,88.5",Medium
U02054,Fariha Hasan,Female,University of Liberal Arts Bangladesh,Private,Environmental Science,"Year 1, Summer",2.2,"Ecology, Sustainable Development, Climate Change, Soil Science",88.1,7.1,Sustainable Development,"Climate Change, Soil Science",Gazipur,8.6,Night,50.2,"53.3,42.3,45.7,49.5,50.2",High
U02055,Zubayer Islam,Male,North South University,Private,Environmental Science,"Year 4, Fall",2.74,"Sustainable Development, Soil Science, Ecology, Climate Change",54.2,5.4,Soil Science,Sustainable Development,Rajshahi,8.3,Morning,70.1,"62.4,69.6,62.5,60.4,70.1",High
U02056,Sabina Hasan,Female,Daffodil International University,Private,Software Engineering,"Year 2, Summer",3.52,"Thermodynamics, Circuit Analysis, Machine Learning, Algorithms",93.9,3.0,"Thermodynamics, Circuit Analysis","Algorithms, Machine Learning",Dhaka,1.9,Night,88.1,"91.3,82.4,90.2,90.4,88.1",Medium
U02057,Mahmud Begum,Male,Ahsanullah University of Science and Technology,Private,Finance,"Year 3, Fall",3.22,"Business Law, Microeconomics, Financial Accounting, Principles of Management",87.2,4.1,"Business Law, Microeconomics","Principles of Management, Financial Accounting",Tangail,8.7,Morning,83.1,"74.4,84.1,74.7,76.7,83.1",Low
U02058,Mariam Uddin,Female,Daffodil International University,Private,History,"Year 2, Summer",3.15,"Literary Criticism, History of Art, Mass Communication, Ethics",58.6,5.8,History of Art,"Literary Criticism, Mass Communication",Khulna,2.2,Afternoon,75.3,"73.6,76.3,77.1,71.3,75.3",High
U02059,Nabil Islam,Male,Daffodil International University,Private,Psychology,"Year 1, Summer",3.44,"Political Science, World History, Research Methodology, Social Psychology",98.0,7.9,Political Science,Social Psychology,Barishal,5.9,Afternoon,84.8,"75.1,79.6,84.4,84.2,84.8",Low
U02060,Mahmud Islam,Male,East West University,Private,EEE,"Year 1, Summer",3.46,"Data Structures, Database Systems, Thermodynamics, Algorithms",81.9,5.6,Database Systems,"Data Structures, Thermodynamics",Gazipur,1,Morning,86.1,"82.0,89.7,82.7,85.1,86.1",Low
U02061,Rahim Hasan,Male,University of Liberal Arts Bangladesh,Private,AI,"Year 4, Summer",3.56,"Circuit Analysis, Thermodynamics, Database Systems, Algorithms, Data Structures, Machine Learning",84.8,6.2,Thermodynamics,Database Systems,Tangail,7.0,Afternoon,85.2,"90.0,84.1,87.2,80.5,85.2",Low
U02062,Nabila Hasan,Female,Jahangirnagar University,Public,Anthropology,"Year 4, Fall",3.7,"Research Methodology, Social Psychology, World History, Political Science",78.7,3.8,Political Science,"Research Methodology, World History",Rajshahi,3.6,Evening,87.6,"78.2,80.5,83.3,81.9,87.6",Medium
U02063,Jahid Ali,Male,Chittagong University,Public,Accounting,"Year 2, Fall",4.0,"Principles of Management, Financial Accounting, Marketing Strategy, Business Law, Microeconomics",70.3,4.8,Principles of Management,"Financial Accounting, Business Law",Rajshahi,5.2,Evening,100,"100,95.5,95.2,92.3,100",Medium
U02064,Jannat Uddin,Female,KUET,Public,Agriculture,"Year 3, Summer",3.24,"Soil Science, Climate Change, Ecology, Sustainable Development",89.8,5.3,"Soil Science, Ecology","Sustainable Development, Climate Change",Chattogram,10.0,Afternoon,78.6,"79.9,75.5,80.9,72.1,78.6",Low
U02065,Sabina Chowdhury,Female,American International University-Bangladesh,Private,Mechanical Engineering,"Year 2, Spring",3.02,"Algorithms, Circuit Analysis, Database Systems, Machine Learning",51.8,3.0,Machine Learning,"Algorithms, Circuit Analysis",Chattogram,6.4,Night,75.0,"66.3,77.5,72.7,66.9,75.0",High
U02066,Adnan Uddin,Male,BRAC University,Private,Data Science,"Year 3, Fall",3.72,"Data Structures, Circuit Analysis, Database Systems, Machine Learning",72.2,4.0,"Data Structures, Machine Learning","Database Systems, Circuit Analysis",Bogura,4.0,Evening,94.3,"86.3,86.7,97.0,92.6,94.3",Medium
U02067,Nabil Uddin,Male,Daffodil International University,Private,Pharmacy,"Year 3, Fall",3.13,"Organic Chemistry, Genetics, Human Anatomy, Pharmacology, Clinical Pharmacy",89.4,6.1,Human Anatomy,Genetics,Bogura,8.6,Afternoon,81.6,"73.0,85.2,78.8,74.2,81.6",Low
U02068,Mim Uddin,Female,American International University-Bangladesh,Private,CSE,"Year 3, Fall",3.0,"Machine Learning, Circuit Analysis, Database Systems, Data Structures",81.3,2.4,Machine Learning,Circuit Analysis,Mymensingh,1.6,Afternoon,71.2,"64.5,69.2,71.8,65.7,71.2",Medium
U02069,Afia Chowdhury,Female,United International University,Private,History,"Year 3, Summer",4.0,"Mass Communication, Ethics, History of Art, Literary Criticism",89.6,3.3,History of Art,Literary Criticism,Khulna,7.1,Night,96.8,"100,100,99.1,91.7,96.8",Medium
U02070,Fariha Chowdhury,Female,Daffodil International University,Private,Mechanical Engineering,"Year 2, Summer",3.7,"Circuit Analysis, Algorithms, Data Structures, Machine Learning, Database Systems, Thermodynamics",68.0,7.4,"Database Systems, Algorithms",Machine Learning,Rangpur,4.3,Evening,89.5,"85.4,80.2,86.5,80.5,89.5",Medium
U02071,Tanvir Khan,Male,United International University,Private,EEE,"Year 2, Summer",3.8,"Machine Learning, Circuit Analysis, Data Structures, Database Systems",68.2,2.4,Machine Learning,"Data Structures, Circuit Analysis",Rajshahi,7.0,Night,98.7,"99.7,97.9,99.1,90.3,98.7",Medium
U02072,Tasnia Khan,Female,University of Dhaka,Public,LLB,"Year 2, Spring",3.04,"Constitutional Law, Jurisprudence, Civil Procedure, Criminal Law",99,4.4,Constitutional Law,"Criminal Law, Jurisprudence",Gazipur,10.6,Afternoon,73.6,"66.6,72.4,64.1,70.0,73.6",Low
U02073,Sadia Uddin,Female,BUET,Public,Mechanical Engineering,"Year 1, Summer",4.0,"Database Systems, Thermodynamics, Data Structures, Algorithms, Circuit Analysis, Machine Learning",71.6,3.1,"Database Systems, Circuit Analysis","Machine Learning, Thermodynamics",Cumilla,2.1,Evening,95.3,"94.4,93.4,89.3,96.7,95.3",Medium
U02074,Farhana Rahman,Female,Noakhali Science and Technology University,Public,Microbiology,"Year 2, Fall",3.76,"Human Anatomy, Genetics, Pharmacology, Organic Chemistry, Clinical Pharmacy",88.3,5.0,"Genetics, Clinical Pharmacy",Organic Chemistry,Bogura,1.8,Morning,90.7,"89.7,90.9,87.5,90.4,90.7",Low
U02075,Arif Akter,Male,University of Liberal Arts Bangladesh,Private,Anthropology,"Year 3, Summer",2.87,"World History, Social Psychology, Research Methodology, Political Science",74.0,6.5,Social Psychology,"Political Science, World History",Rajshahi,5.2,Afternoon,76.0,"80.9,78.6,77.4,69.6,76.0",Medium
U02076,Adnan Begum,Male,RUET,Public,EEE,"Year 3, Summer",2.92,"Data Structures, Thermodynamics, Circuit Analysis, Database Systems, Algorithms, Machine Learning",90.3,4.1,Data Structures,Circuit Analysis,Kushtia,6.2,Evening,68.7,"62.3,63.6,59.2,68.6,68.7",Medium
U02077,Mim Ahmed,Female,Noakhali Science and Technology University,Public,Marketing,"Year 4, Fall",2.92,"Principles of Management, Marketing Strategy, Business Law, Financial Accounting, Microeconomics",71.5,6.7,Principles of Management,Marketing Strategy,Gazipur,6.1,Evening,70.4,"67.5,73.4,63.9,64.9,70.4",Medium
U02078,Mim Rahman,Female,Ahsanullah University of Science and Technology,Private,Marketing,"Year 1, Spring",3.11,"Principles of Management, Marketing Strategy, Microeconomics, Business Law",96.1,5.5,Principles of Management,"Business Law, Microeconomics",Dhaka,5.3,Afternoon,78.9,"79.7,81.1,78.3,74.6,78.9",Low
U02079,Naeem Chowdhury,Male,Jahangirnagar University,Public,International Law,"Year 4, Fall",3.37,"Jurisprudence, Criminal Law, Civil Procedure, Constitutional Law",76.9,7.0,"Jurisprudence, Constitutional Law","Civil Procedure, Criminal Law",Tangail,4.1,Afternoon,86.4,"83.6,89.2,84.4,90.8,86.4",Low
U02080,Shakib Akter,Male,North South University,Private,Economics,"Year 1, Fall",3.58,"Financial Accounting, Microeconomics, Principles of Management, Business Law, Marketing Strategy",77.3,5.0,"Business Law, Principles of Management","Microeconomics, Financial Accounting",Kushtia,7.4,Evening,91.7,"91.0,83.0,89.7,84.0,91.7",Low
U02081,Rahim Khan,Male,Comilla University,Public,Pharmacy,"Year 2, Spring",3.02,"Genetics, Human Anatomy, Clinical Pharmacy, Organic Chemistry, Pharmacology",85.7,7.9,Clinical Pharmacy,Pharmacology,Cumilla,1.5,Morning,78.3,"74.5,71.1,69.5,82.9,78.3",Low
U02082,Rafi Khan,Male,American International University-Bangladesh,Private,Accounting,"Year 4, Summer",2.72,"Business Law, Marketing Strategy, Principles of Management, Financial Accounting",70.7,4.2,"Principles of Management, Business Law",Marketing Strategy,Narayanganj,6.6,Afternoon,72.6,"64.8,70.2,68.0,70.4,72.6",Medium
U02083,Raisa Sarker,Female,Ahsanullah University of Science and Technology,Private,Journalism,"Year 2, Summer",2.49,"Ethics, History of Art, Mass Communication, Literary Criticism",71.8,4.1,History of Art,Literary Criticism,Cumilla,10.9,Evening,67.2,"68.5,71.6,57.3,68.3,67.2",High
U02084,Mahmud Begum,Male,Jahangirnagar University,Public,Data Science,"Year 4, Fall",2.94,"Machine Learning, Thermodynamics, Database Systems, Algorithms",66.2,1,Thermodynamics,Algorithms,Tangail,3.7,Evening,74.2,"72.1,71.8,65.1,70.9,74.2",High
U02085,Afia Begum,Female,Jatiya Kabi Kazi Nazrul Islam University,Public,English,"Year 3, Summer",2.85,"Mass Communication, Literary Criticism, Ethics, History of Art",76.4,4.7,Mass Communication,"Ethics, Literary Criticism",Dhaka,9.7,Night,71.5,"64.2,66.7,64.1,67.6,71.5",Medium
U02086,Rafi Sarker,Male,Daffodil International University,Private,Civil Engineering,"Year 2, Fall",3.3,"Database Systems, Algorithms, Data Structures, Machine Learning, Thermodynamics",89.6,2.1,"Data Structures, Machine Learning",Algorithms,Cumilla,4.5,Morning,80.6,"80.1,84.1,81.8,76.7,80.6",Medium
U02087,Tanjila Hasan,Female,RUET,Public,Software Engineering,"Year 4, Fall",3.29,"Circuit Analysis, Algorithms, Data Structures, Machine Learning",82.0,7.4,Algorithms,"Circuit Analysis, Data Structures",Narayanganj,7.5,Night,83.5,"74.2,78.2,82.6,76.0,83.5",Low
U02088,Mariam Khan,Female,Daffodil International University,Private,Agriculture,"Year 3, Fall",3.19,"Ecology, Climate Change, Sustainable Development, Soil Science",99,3.3,"Sustainable Development, Ecology",Soil Science,Chattogram,3.5,Evening,83.5,"78.4,78.7,85.7,80.5,83.5",Medium
U02089,Jannat Sarker,Female,University of Dhaka,Public,Pharmacy,"Year 2, Summer",3.63,"Pharmacology, Human Anatomy, Genetics, Organic Chemistry, Clinical Pharmacy",86.0,3.7,Human Anatomy,"Clinical Pharmacy, Organic Chemistry",Cumilla,9.7,Evening,93.5,"89.6,90.0,90.6,87.2,93.5",Medium
U02090,Tanvir Khan,Male,BUET,Public,International Law,"Year 1, Summer",3.11,"Criminal Law, Civil Procedure, Constitutional Law, Jurisprudence",85.4,5.6,"Criminal Law, Jurisprudence","Civil Procedure, Constitutional Law",Rajshahi,8.1,Morning,77.2,"70.1,76.9,67.8,74.3,77.2",Low
U02091,Mariam Sarker,Female,Comilla University,Public,Psychology,"Year 2, Fall",2.04,"Political Science, Research Methodology, Social Psychology, World History",86.3,7.1,"Social Psychology, Research Methodology",World History,Dhaka,6.2,Evening,51.2,"52.8,52.6,52.0,44.9,51.2",High
U02092,Sabina Sarker,Female,Noakhali Science and Technology University,Public,MIS,"Year 3, Fall",3.23,"Financial Accounting, Microeconomics, Marketing Strategy, Principles of Management",87.6,3.5,Financial Accounting,Principles of Management,Narayanganj,7.7,Afternoon,76.1,"76.1,73.8,67.8,69.4,76.1",Medium
U02093,Sabina Ali,Female,Jagannath University,Public,Psychology,"Year 1, Spring",4.0,"Research Methodology, Social Psychology, World History, Political Science",91.9,7.3,World History,Political Science,Dhaka,5.2,Night,99.6,"89.9,94.4,100,92.2,99.6",Low
U02094,Adnan Rahman,Male,Noakhali Science and Technology University,Public,Biotechnology,"Year 3, Fall",2.53,"Genetics, Clinical Pharmacy, Human Anatomy, Pharmacology, Organic Chemistry",74.0,3.5,"Organic Chemistry, Genetics",Clinical Pharmacy,Barishal,9.4,Morning,61.1,"53.2,59.1,57.9,54.3,61.1",Medium
U02095,Tanvir Islam,Male,RUET,Public,Finance,"Year 4, Summer",3.01,"Microeconomics, Marketing Strategy, Principles of Management, Business Law, Financial Accounting",72.5,3.2,Principles of Management,Microeconomics,Mymensingh,7.9,Night,77.0,"78.0,70.0,79.2,68.7,77.0",Medium
U02096,Sumaiya Ali,Female,Jatiya Kabi Kazi Nazrul Islam University,Public,Microbiology,"Year 1, Spring",3.77,"Pharmacology, Clinical Pharmacy, Human Anatomy, Organic Chemistry, Genetics",75.6,5.6,"Organic Chemistry, Clinical Pharmacy","Human Anatomy, Genetics",Chattogram,4.3,Night,93.9,"89.5,87.1,92.1,90.9,93.9",Low
U02097,Nadia Ali,Female,Chittagong University,Public,Marketing,"Year 2, Spring",2.26,"Microeconomics, Financial Accounting, Marketing Strategy, Business Law, Principles of Management",74.5,7.8,Microeconomics,Principles of Management,Barishal,6.3,Night,55.5,"48.1,47.1,55.3,53.4,55.5",High
U02098,Farhana Uddin,Female,BRAC University,Private,International Law,"Year 2, Fall",4.0,"Constitutional Law, Criminal Law, Civil Procedure, Jurisprudence",50,5.9,Civil Procedure,Jurisprudence,Cumilla,8.2,Night,100,"100,97.8,94.4,96.7,100",High
U02099,Tanjila Hasan,Female,BRAC University,Private,Anthropology,"Year 4, Summer",3.03,"World History, Political Science, Research Methodology, Social Psychology",82.4,6.1,"Social Psychology, World History","Political Science, Research Methodology",Narayanganj,5.6,Night,79.6,"73.0,76.2,74.7,70.8,79.6",Low
U02100,Imtiaz Ahmed,Male,North South University,Private,Mechanical Engineering,"Year 2, Spring",4.0,"Circuit Analysis, Database Systems, Algorithms, Thermodynamics, Data Structures, Machine Learning",60.0,4.1,Circuit Analysis,"Machine Learning, Thermodynamics",Dhaka,3.6,Morning,98.6,"96.7,98.3,90.2,100,98.6",Medium
U02101,Rafi Akter,Male,Rajshahi University,Public,LLB,"Year 2, Summer",2.5,"Jurisprudence, Criminal Law, Civil Procedure, Constitutional Law",69.7,1.6,Civil Procedure,Constitutional Law,Dhaka,8.1,Night,64.6,"65.8,60.1,63.2,63.1,64.6",High
U02102,Afia Khan,Female,RUET,Public,Anthropology,"Year 2, Summer",3.11,"Social Psychology, Research Methodology, Political Science, World History",77.9,4.0,"Social Psychology, Political Science",World History,Chattogram,3.0,Morning,73.0,"77.4,74.0,76.5,70.8,73.0",Low
U02103,Siam Ahmed,Male,Daffodil International University,Private,Sociology,"Year 3, Summer",3.14,"Social Psychology, Political Science, World History, Research Methodology",79.4,5.4,Research Methodology,Social Psychology,Bogura,4.7,Night,80.9,"83.6,85.4,72.6,81.2,80.9",Low
U02104,Arif Ahmed,Male,East West University,Private,International Relations,"Year 4, Fall",3.24,"Social Psychology, Political Science, World History, Research Methodology",99,3.8,"World History, Political Science",Social Psychology,Barishal,7.6,Evening,82.3,"79.4,82.8,86.1,74.7,82.3",Medium
U02105,Mariam Chowdhury,Female,United International University,Private,EEE,"Year 3, Fall",3.2,"Data Structures, Database Systems, Circuit Analysis, Thermodynamics, Algorithms, Machine Learning",74.7,7.7,Circuit Analysis,Data Structures,Sylhet,3.9,Afternoon,80.2,"77.6,72.1,83.6,81.1,80.2",Medium
U02106,Jannat Khan,Female,"Independent University, Bangladesh",Private,Environmental Science,"Year 3, Summer",3.11,"Ecology, Soil Science, Climate Change, Sustainable Development",80.4,3.9,Ecology,"Soil Science, Climate Change",Mymensingh,8.5,Afternoon,81.9,"86.2,77.7,85.2,81.5,81.9",Medium
U02107,Fahim Uddin,Male,SUST,Public,Agriculture,"Year 2, Summer",2.56,"Ecology, Soil Science, Climate Change, Sustainable Development",93.5,4.4,Sustainable Development,Climate Change,Bogura,8.9,Morning,65.8,"60.8,67.5,62.2,61.2,65.8",Medium
U02108,Sajid Hasan,Male,BUET,Public,Microbiology,"Year 2, Summer",3.6,"Pharmacology, Clinical Pharmacy, Human Anatomy, Organic Chemistry, Genetics",97.9,6.5,Organic Chemistry,Human Anatomy,Barishal,12.6,Night,87.0,"78.8,82.0,89.9,83.2,87.0",Low
U02109,Adnan Khan,Male,American International University-Bangladesh,Private,Marketing,"Year 1, Summer",3.88,"Financial Accounting, Business Law, Marketing Strategy, Microeconomics",74.3,6.7,"Microeconomics, Marketing Strategy","Business Law, Financial Accounting",Bogura,8.4,Morning,100,"98.1,100,96.1,99.6,100",Medium
U02110,Tanvir Ali,Male,"Independent University, Bangladesh",Private,Sociology,"Year 3, Fall",2.45,"Political Science, World History, Research Methodology, Social Psychology",79.4,5.7,"Political Science, World History","Research Methodology, Social Psychology",Barishal,9.9,Evening,58.0,"55.2,56.3,62.9,55.4,58.0",High
U02111,Arif Hossain,Male,University of Dhaka,Public,International Relations,"Year 2, Summer",2.9,"Political Science, Research Methodology, World History, Social Psychology",79.6,6.8,Political Science,Social Psychology,Narayanganj,4.7,Morning,75.0,"79.9,65.7,79.1,73.3,75.0",Medium
U02112,Adnan Hasan,Male,KUET,Public,Microbiology,"Year 3, Fall",2.85,"Organic Chemistry, Human Anatomy, Clinical Pharmacy, Genetics",74.9,4.8,Clinical Pharmacy,Genetics,Jessore,6.8,Afternoon,68.3,"64.2,63.2,72.1,62.6,68.3",Medium
U02113,Raisa Chowdhury,Female,Daffodil International University,Private,Pharmacy,"Year 1, Spring",3.0,"Genetics, Clinical Pharmacy, Organic Chemistry, Human Anatomy, Pharmacology",68.9,7.7,"Pharmacology, Genetics","Clinical Pharmacy, Human Anatomy",Jessore,9.3,Evening,77.6,"80.9,80.3,77.4,80.2,77.6",Medium
U02114,Karim Hasan,Male,Noakhali Science and Technology University,Public,Civil Engineering,"Year 3, Summer",3.19,"Thermodynamics, Machine Learning, Database Systems, Circuit Analysis, Data Structures, Algorithms",76.6,3.0,Thermodynamics,Circuit Analysis,Kushtia,7.3,Evening,80.1,"77.3,82.3,80.1,78.9,80.1",Medium
U02115,Arif Islam,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,BBA,"Year 4, Summer",3.3,"Business Law, Microeconomics, Financial Accounting, Marketing Strategy, Principles of Management",79.3,6.6,"Principles of Management, Financial Accounting",Marketing Strategy,Cox's Bazar,4.2,Evening,84.9,"82.2,86.3,81.2,78.9,84.9",Low
U02116,Nadia Sarker,Female,American International University-Bangladesh,Private,Environmental Science,"Year 1, Fall",3.48,"Sustainable Development, Climate Change, Ecology, Soil Science",80.0,7.9,Climate Change,Sustainable Development,Bogura,7.7,Night,88.1,"92.3,84.2,79.1,83.9,88.1",Low
U02117,Imtiaz Hossain,Male,University of Dhaka,Public,Accounting,"Year 3, Spring",3.15,"Microeconomics, Business Law, Financial Accounting, Principles of Management, Marketing Strategy",86.4,2.0,"Financial Accounting, Principles of Management",Business Law,Sylhet,7.6,Evening,82.6,"84.5,82.8,84.5,84.3,82.6",Medium
U02118,Mim Chowdhury,Female,RUET,Public,HRM,"Year 4, Summer",3.98,"Microeconomics, Business Law, Principles of Management, Financial Accounting, Marketing Strategy",78.5,2.9,Principles of Management,"Financial Accounting, Marketing Strategy",Cox's Bazar,5.3,Morning,96.5,"97.9,98.9,94.0,99.7,96.5",Medium
U02119,Shakib Hossain,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,BBA,"Year 2, Fall",3.53,"Marketing Strategy, Principles of Management, Financial Accounting, Business Law",72.9,1.1,"Financial Accounting, Marketing Strategy","Business Law, Principles of Management",Kushtia,7.0,Morning,86.8,"82.2,86.6,82.1,81.4,86.8",High
U02120,Nabil Hossain,Male,BRAC University,Private,Data Science,"Year 2, Summer",2.56,"Circuit Analysis, Thermodynamics, Algorithms, Machine Learning, Data Structures",93.1,3.8,Data Structures,Machine Learning,Dhaka,1.4,Afternoon,68.1,"69.5,72.2,62.7,70.5,68.1",Medium
U02121,Farhana Uddin,Female,BRAC University,Private,English,"Year 4, Spring",3.84,"Mass Communication, Literary Criticism, Ethics, History of Art",77.6,9.2,"Literary Criticism, History of Art",Ethics,Bogura,3.6,Morning,100,"100,100,100,99.2,100",Low
U02122,Nabil Akter,Male,Rajshahi University,Public,Accounting,"Year 3, Summer",3.47,"Principles of Management, Financial Accounting, Marketing Strategy, Microeconomics",71.7,5.2,"Marketing Strategy, Financial Accounting",Microeconomics,Tangail,10.4,Afternoon,82.1,"83.1,82.9,85.3,81.9,82.1",Medium
U02123,Tasnia Khan,Female,East West University,Private,Philosophy,"Year 3, Summer",3.87,"History of Art, Ethics, Mass Communication, Literary Criticism",68.6,9.5,Mass Communication,"Literary Criticism, History of Art",Rajshahi,1,Morning,94.0,"96.5,98.1,86.7,98.5,94.0",Medium
U02124,Rahim Begum,Male,Noakhali Science and Technology University,Public,Pharmacy,"Year 1, Summer",2.91,"Pharmacology, Organic Chemistry, Genetics, Human Anatomy, Clinical Pharmacy",67.1,3.4,Genetics,Clinical Pharmacy,Rajshahi,6.3,Afternoon,72.2,"63.5,74.1,67.3,67.6,72.2",Medium
U02125,Tasnia Begum,Female,North South University,Private,HRM,"Year 3, Spring",2.98,"Principles of Management, Microeconomics, Financial Accounting, Business Law, Marketing Strategy",60.2,4.9,"Marketing Strategy, Principles of Management","Financial Accounting, Microeconomics",Dhaka,7.1,Night,76.2,"74.8,71.2,66.5,77.7,76.2",Medium
U02126,Tanvir Akter,Male,BRAC University,Private,Philosophy,"Year 4, Summer",4.0,"Literary Criticism, Ethics, Mass Communication, History of Art",87.0,4.8,Literary Criticism,"Ethics, History of Art",Kushtia,6.1,Night,96.0,"93.8,93.1,91.3,95.4,96.0",Low
U02127,Nusrat Ahmed,Female,American International University-Bangladesh,Private,Data Science,"Year 1, Summer",2.93,"Circuit Analysis, Database Systems, Thermodynamics, Algorithms, Data Structures, Machine Learning",78.5,1.3,"Database Systems, Machine Learning",Thermodynamics,Rajshahi,5.2,Evening,76.6,"78.9,72.1,77.2,68.4,76.6",High
U02128,Sadia Begum,Female,"Independent University, Bangladesh",Private,Mechanical Engineering,"Year 3, Fall",2.92,"Algorithms, Circuit Analysis, Database Systems, Machine Learning, Data Structures, Thermodynamics",94.7,6.5,Thermodynamics,"Circuit Analysis, Machine Learning",Gazipur,4.8,Evening,69.6,"69.0,71.7,62.6,71.9,69.6",Medium
U02129,Farhana Akter,Female,RUET,Public,Data Science,"Year 1, Summer",3.78,"Algorithms, Data Structures, Circuit Analysis, Machine Learning, Database Systems",64.7,4.4,"Database Systems, Circuit Analysis",Data Structures,Chattogram,1,Night,95.6,"99.4,88.3,88.3,95.9,95.6",Medium
U02130,Nabila Uddin,Female,Jahangirnagar University,Public,Data Science,"Year 1, Fall",4.0,"Machine Learning, Data Structures, Algorithms, Circuit Analysis, Thermodynamics, Database Systems",69.6,1.4,Machine Learning,"Algorithms, Thermodynamics",Dhaka,7.7,Afternoon,96.8,"88.0,96.5,94.5,99.3,96.8",High
U02131,Rafi Islam,Male,North South University,Private,CSE,"Year 2, Spring",3.44,"Circuit Analysis, Thermodynamics, Machine Learning, Data Structures, Database Systems, Algorithms",50,5.6,Machine Learning,"Circuit Analysis, Thermodynamics",Rajshahi,2.8,Morning,89.0,"81.9,85.0,82.5,80.4,89.0",High
U02132,Nabil Hossain,Male,North South University,Private,LLB,"Year 3, Summer",3.24,"Civil Procedure, Constitutional Law, Jurisprudence, Criminal Law",73.5,9.6,"Constitutional Law, Civil Procedure","Jurisprudence, Criminal Law",Rajshahi,4.1,Night,85.7,"78.0,80.8,84.1,81.9,85.7",Medium
