student_id,name,gender,class_level,institution_name,subjects,study_hours_per_day,weak_subjects,strong_subjects,exam_score,attendance_percentage,district,device_usage_time,preferred_study_time,historical_scores
BD01040,Mariam Hossain,Female,HSC,Notre Dame College,"ICT, Accounting, Math, Biology, Bangla, English, Chemistry",4.7,"ICT, Math","Accounting, Bangla",85.0,73.9,Cumilla,5.1,Evening,"77.0,77.7,80.1,85.0"
BD01041,Sajid Khan,Male,SSC,Dhaka Residential Model College,"Biology, Chemistry, Math, Accounting, Physics, Bangla",4.1,Biology,"Accounting, Chemistry",80.9,88.5,Dhaka,2.1,Morning,"74.8,74.2,72.2,80.9"
BD01042,Tanvir Rahman,Male,University,University of Dhaka,"ICT, Biology, Bangla, Math",4.0,"Bangla, Math","ICT, Biology",65.5,79.7,Gazipur,6.4,Night,"59.8,58.9,57.2,55.6,65.5"
BD01043,Shakib Islam,Male,HSC,Govt. M. M. City College,"Accounting, Math, English, Physics, ICT",5.5,"Physics, Math",Accounting,73.5,80.5,Khulna,5.5,Morning,"67.3,68.7,68.1,73.5"
BD01044,Ayesha Chowdhury,Female,SSC,Rajshahi Collegiate School,"Physics, Biology, Chemistry, ICT, Bangla",4.7,"Chemistry, Bangla","ICT, Physics",98,79.0,Rajshahi,6.5,Morning,"94.0,92.3,91.5,98"
BD01045,Tanjila Sarker,Female,University,BRAC University,"English, Accounting, Bangla, ICT, Physics, Chemistry",4.5,"ICT, Accounting","Bangla, Chemistry",55.8,79.1,Mymensingh,7.0,Morning,"49.6,47.9,46.1,47.5,55.8"
BD01046,Ayesha Hasan,Female,SSC,Rajshahi Collegiate School,"Math, Physics, English, ICT, Biology, Accounting",2.0,English,"Physics, Math",51.0,72.9,Khulna,3.9,Morning,"48.5,51.4,50.8,51.0"
BD01047,Arif Chowdhury,Male,HSC,Govt. M. M. City College,"Chemistry, Accounting, ICT, Bangla, Physics",1.0,"Physics, ICT","Accounting, Chemistry",57.7,93.1,Rangpur,5.7,Morning,"46.6,45.0,45.7,57.7"
BD01048,Fariha Begum,Female,HSC,Govt. M. M. City College,"Math, Bangla, English, Biology, Accounting, Chemistry, Physics",6.5,"Math, Accounting","Physics, English",70.2,89.2,Barishal,3.1,Morning,"63.0,61.4,59.9,70.2"
BD01049,Jannat Rahman,Female,University,Khulna University,"English, Biology, Accounting, Physics, Bangla",4.6,"Accounting, Bangla","Biology, English",64.7,78.6,Dhaka,6.6,Night,"62.4,63.6,63.0,64.0,64.7"
BD01050,Shakib Chowdhury,Male,HSC,Dhaka College,"Physics, ICT, English, Bangla, Chemistry, Biology, Accounting",3.4,English,"Accounting, ICT",64.2,81.6,Khulna,4.7,Evening,"58.4,57.7,58.1,64.2"
BD01051,Ayesha Sarker,Female,University,BRAC University,"Accounting, Chemistry, Bangla, ICT",2.6,Accounting,ICT,59.0,91.8,Gazipur,5.2,Evening,"46.9,45.3,46.6,46.0,59.0"
BD01052,Nusrat Begum,Female,HSC,Dhaka College,"ICT, Math, Accounting, Bangla, Biology, English, Physics",5.0,"Biology, Math","English, ICT",70.2,87.2,Rajshahi,4.7,Morning,"61.7,59.9,57.8,70.2"
BD01053,Ayesha Hasan,Female,HSC,Notre Dame College,"Physics, Math, Biology, English, Chemistry",3.0,"Chemistry, Math","English, Physics",58.4,82.2,Dhaka,3.9,Morning,"53.1,51.9,50.3,58.4"
BD01054,Mim Sarker,Female,HSC,Rajshahi College,"Physics, Accounting, Math, ICT, Bangla, Biology",6.3,"Bangla, Physics","Math, Biology",64.9,95.7,Gazipur,4.7,Night,"55.6,53.3,52.9,64.9"
BD01055,Farhana Hasan,Female,SSC,Viqarunnisa Noon School and College,"Accounting, Math, English, Physics, Bangla, ICT",4.6,"Math, English","Accounting, Bangla",55.9,82.9,Mymensingh,3.0,Evening,"47.9,46.6,46.9,55.9"
BD01056,Sadia Chowdhury,Female,University,BUET,"Biology, English, Chemistry, Accounting, Math, Physics",4.2,Biology,"Accounting, Math",61.9,74.1,Dhaka,6.2,Evening,"51.8,51.3,52.0,51.6,61.9"
BD01057,Farhana Khan,Female,SSC,Ideal School and College,"Biology, ICT, Chemistry, Physics, Bangla, Math",2.4,"Biology, Math","Bangla, Chemistry",80.3,86.3,Mymensingh,6.0,Evening,"75.9,74.0,75.1,80.3"
BD01058,Arif Khan,Male,University,BUET,"ICT, Bangla, Biology, Accounting, English, Math",4.1,Accounting,"ICT, English",62.5,82.4,Rajshahi,9.2,Night,"56.6,57.8,59.4,58.5,62.5"
BD01059,Sumaiya Rahman,Female,University,Chittagong University,"Bangla, Accounting, Physics, Chemistry",3.6,"Accounting, Physics","Bangla, Chemistry",58.1,80.2,Mymensingh,7.9,Evening,"55.5,54.1,54.1,54.4,58.1"
BD01060,Nusrat Ahmed,Female,SSC,Ideal School and College,"Math, Bangla, ICT, English, Chemistry, Biology, Physics",3.1,"Biology, Bangla","English, Physics",56.2,72.5,Khulna,5.0,Morning,"48.0,47.2,48.2,56.2"
BD01061,Rafi Hasan,Male,University,University of Dhaka,"ICT, Bangla, Biology, Physics",3.7,"Biology, Physics","ICT, Bangla",76.0,95.2,Dhaka,4.7,Night,"68.9,66.9,66.3,65.7,76.0"
BD01062,Fariha Rahman,Female,HSC,Holy Cross College,"Accounting, Bangla, Math, Physics, Biology, ICT",1.7,Biology,Bangla,63.0,84.4,Barishal,4.2,Morning,"57.0,54.7,55.3,63.0"
BD01063,Sadia Chowdhury,Female,University,Chittagong University,"Accounting, Biology, English, Physics, Math",2.1,"Biology, English","Accounting, Math",85.0,85.5,Khulna,2.7,Morning,"79.4,80.3,78.0,76.8,85.0"
BD01064,Naeem Islam,Male,SSC,Ideal School and College,"Chemistry, Accounting, English, Math, ICT, Biology, Bangla",5.1,Accounting,"English, Chemistry",46.1,80.6,Barishal,4.8,Evening,"41.1,39.0,37.8,46.1"
BD01065,Nusrat Rahman,Female,University,BRAC University,"ICT, Chemistry, English, Accounting, Physics, Bangla",2.6,"Accounting, ICT","Physics, Chemistry",59.2,69.4,Khulna,3.8,Evening,"54.9,56.5,57.3,56.9,59.2"
BD01066,Nadia Rahman,Female,HSC,Notre Dame College,"Chemistry, Accounting, Bangla, Math, English, Physics",4.3,Bangla,"Accounting, Chemistry",85.1,77.8,Sylhet,5.4,Morning,"78.6,80.4,78.9,85.1"
BD01067,Karim Chowdhury,Male,University,Khulna University,"Bangla, Physics, English, Accounting, Chemistry, Math",2.3,"Physics, English","Chemistry, Math",68.0,46.1,Rangpur,3.1,Evening,"61.0,61.7,59.3,58.1,68.0"
BD01068,Sumaiya Begum,Female,SSC,Ideal School and College,"Biology, Math, Bangla, Physics, ICT, English",3.8,Physics,"Biology, Math",49.3,84.2,Gazipur,4.1,Evening,"43.0,41.6,42.2,49.3"
BD01069,Ayesha Islam,Female,SSC,Govt. Laboratory High School,"Chemistry, ICT, Math, Physics, Bangla",3.0,"Physics, Chemistry",Bangla,53.7,83.4,Sylhet,3.3,Morning,"48.6,47.5,47.5,53.7"
BD01070,Sabina Akter,Female,University,Jahangirnagar University,"English, Accounting, Biology, Bangla, ICT, Physics",4.6,"Biology, English","Accounting, ICT",88.8,75.8,Khulna,9.2,Morning,"82.0,80.8,81.2,82.5,88.8"
BD01071,Tanjila Rahman,Female,University,University of Dhaka,"Chemistry, Bangla, Math, ICT",3.2,"ICT, Chemistry","Bangla, Math",68.6,83.0,Mymensingh,4.7,Evening,"66.5,69.3,68.2,71.1,68.6"
BD01072,Mahmud Hossain,Male,University,NSU,"English, Math, Accounting, Chemistry",0.8,"English, Chemistry","Math, Accounting",55.4,68.5,Sylhet,7.3,Morning,"51.4,53.2,51.3,53.7,55.4"
BD01073,Rahim Rahman,Male,SSC,Viqarunnisa Noon School and College,"English, Accounting, Biology, ICT, Physics",3.9,English,ICT,51.9,86.0,Chattogram,3.6,Morning,"44.1,45.8,47.2,51.9"
BD01074,Sabina Hossain,Female,HSC,Holy Cross College,"English, ICT, Math, Physics, Biology",6.6,"ICT, Math",Physics,94.1,82.2,Khulna,3.9,Night,"88.1,86.0,87.9,94.1"
BD01075,Sabina Ahmed,Female,University,Chittagong University,"Accounting, ICT, Math, Biology, Physics, Bangla",3.9,Accounting,"Biology, ICT",66.2,69.4,Cumilla,6.0,Night,"60.9,58.6,56.4,54.6,66.2"
BD01076,Jannat Hossain,Female,University,Jahangirnagar University,"Accounting, ICT, English, Biology, Math, Chemistry",3.9,"Biology, ICT",Accounting,61.3,78.1,Mymensingh,7.0,Night,"54.7,52.4,54.2,53.2,61.3"
BD01077,Farhana Islam,Female,SSC,Rajshahi Collegiate School,"Physics, Bangla, Biology, Math, ICT",2.8,ICT,"Math, Bangla",68.0,85.8,Chattogram,3.8,Evening,"62.0,62.5,64.0,68.0"
BD01078,Naeem Khan,Male,University,United International University,"ICT, English, Biology, Accounting",3.0,"English, ICT","Accounting, Biology",53.6,88.0,Chattogram,7.0,Evening,"49.6,48.7,48.5,46.5,53.6"
BD01079,Sumaiya Akter,Female,SSC,Rajshahi Collegiate School,"Math, ICT, Accounting, Bangla, Biology, Chemistry",2.7,"Biology, Chemistry","Bangla, ICT",78.7,78.8,Mymensingh,4.2,Evening,"72.9,71.1,69.8,78.7"
BD01080,Mariam Sarker,Female,University,North South University,"Biology, Bangla, Math, Accounting",2.3,"Accounting, Bangla","Math, Biology",65.6,78.8,Dhaka,4.2,Night,"55.6,54.8,53.0,54.5,65.6"
BD01081,Jannat Hasan,Female,SSC,Rajshahi Collegiate School,"Accounting, Biology, Chemistry, English, Bangla",1.6,Accounting,Bangla,69.3,92.0,Khulna,1.5,Morning,"61.5,60.7,59.1,69.3"
BD01082,Nadia Rahman,Female,HSC,Notre Dame College,"ICT, English, Bangla, Chemistry, Biology, Physics",2.9,English,"Biology, Physics",69.4,87.1,Sylhet,5.6,Night,"63.8,63.9,65.9,69.4"
BD01083,Mim Islam,Female,SSC,Ideal School and College,"English, Physics, Chemistry, ICT, Accounting",2.2,Accounting,"Chemistry, English",69.4,89.5,Khulna,5.2,Morning,"61.3,60.2,58.5,69.4"
BD01084,Naeem Hossain,Male,HSC,Rajshahi College,"Biology, English, Math, Physics, Bangla",1.8,Math,"English, Physics",73.5,93.1,Sylhet,2.6,Evening,"65.3,63.2,61.4,73.5"
BD01085,Shakib Hossain,Male,University,University of Dhaka,"Accounting, Bangla, Physics, Math, Biology",3.6,Bangla,"Biology, Math",77.0,84.1,Chattogram,5.2,Night,"67.4,65.9,66.7,66.3,77.0"
BD01086,Tanjila Akter,Female,SSC,Govt. Laboratory High School,"ICT, Biology, English, Chemistry, Accounting, Math",2.8,"Chemistry, ICT","Biology, English",89.9,89.6,Mymensingh,1.6,Morning,"86.0,85.4,87.2,89.9"
BD01087,Nadia Islam,Female,SSC,Govt. Laboratory High School,"Bangla, English, Chemistry, Physics, Accounting, ICT",4.6,"Bangla, Physics","ICT, Accounting",57.5,68.3,Mymensingh,3.2,Night,"52.2,51.6,49.9,57.5"
BD01088,Sajid Ahmed,Male,HSC,Holy Cross College,"English, Biology, Math, Physics, Bangla, ICT, Accounting",4.9,"Accounting, Physics","Math, Biology",64.2,76.4,Rangpur,4.2,Night,"58.3,56.9,55.6,64.2"
BD01089,Tanjila Hasan,Female,SSC,Rajshahi Collegiate School,"Accounting, English, Chemistry, Physics, Math, Biology",5.4,"Biology, Accounting",English,72.7,59.8,Khulna,1.2,Morning,"67.6,68.0,69.6,72.7"
BD01090,Arif Islam,Male,University,North South University,"Chemistry, English, ICT, Accounting, Biology, Physics",4.9,"English, Biology",Chemistry,75.2,71.2,Barishal,8.4,Night,"70.1,69.5,70.7,70.6,75.2"
BD01091,Mariam Ahmed,Female,University,Chittagong University,"Math, Chemistry, English, Physics",5.8,Math,"Chemistry, Physics",69.7,84.5,Sylhet,5.5,Evening,"62.0,60.1,61.6,59.7,69.7"
BD01092,Naeem Ahmed,Male,HSC,Rajshahi College,"Bangla, Accounting, Biology, Chemistry, Math, English",4.2,"Chemistry, Accounting","English, Math",77.2,76.9,Khulna,6.0,Morning,"70.1,70.2,68.3,77.2"
BD01093,Nusrat Sarker,Female,University,Rajshahi University,"Math, Chemistry, Bangla, Accounting, English, ICT",3.9,"Math, Chemistry","Bangla, ICT",66.1,60.4,Gazipur,4.3,Morning,"60.0,59.2,57.9,58.4,66.1"
BD01094,Rahim Chowdhury,Male,HSC,Notre Dame College,"English, Accounting, Physics, Biology, ICT, Bangla, Math",4.5,"Accounting, Physics",ICT,68.5,88.0,Khulna,4.7,Evening,"60.9,62.2,60.7,68.5"
BD01095,Sabina Sarker,Female,University,Chittagong University,"Biology, English, Bangla, ICT",3.7,ICT,"Bangla, English",43.5,79.6,Chattogram,4.3,Evening,"36.7,36.7,37.3,37.7,43.5"
BD01096,Sajid Begum,Male,SSC,Rajshahi Collegiate School,"ICT, English, Biology, Chemistry, Physics, Math",3.6,"English, Math","Physics, ICT",58.3,91.6,Rajshahi,4.6,Morning,"48.3,47.9,45.9,58.3"
BD01097,Tanjila Rahman,Female,University,United International University,"ICT, Chemistry, Math, Physics, Bangla, Accounting",2.6,"ICT, Chemistry","Math, Accounting",60.7,81.3,Barishal,5.1,Night,"51.6,53.7,52.1,50.0,60.7"
BD01098,Nadia Sarker,Female,HSC,Notre Dame College,"Accounting, Physics, Math, English, ICT",2.7,"Accounting, Math",Physics,63.8,75.5,Sylhet,4.9,Morning,"55.9,56.3,57.2,63.8"
BD01099,Rahim Rahman,Male,SSC,Dhaka Residential Model College,"Accounting, Math, Chemistry, Bangla, Biology",5.8,Biology,"Bangla, Accounting",76.3,79.2,Mymensingh,2.7,Evening,"71.5,69.1,70.4,76.3"
BD01100,Ayesha Hasan,Female,HSC,Holy Cross College,"English, Biology, Math, Chemistry, ICT, Accounting, Bangla",3.6,ICT,"English, Bangla",58.8,84.5,Cumilla,5.1,Night,"49.1,47.1,48.0,58.8"
BD01101,Fariha Ahmed,Female,University,United International University,"ICT, Biology, Physics, Bangla, Chemistry",5.1,Bangla,Chemistry,86.1,68.2,Dhaka,3.5,Night,"76.9,78.5,78.4,77.0,86.1"
BD01102,Arif Khan,Male,SSC,Ideal School and College,"Bangla, Biology, Accounting, English, ICT, Chemistry",2.2,"Bangla, English",Chemistry,62.8,68.8,Chattogram,3.7,Morning,"60.8,59.9,58.8,62.8"
BD01103,Nadia Ahmed,Female,University,Chittagong University,"English, Chemistry, ICT, Bangla, Accounting",2.5,"English, Bangla",ICT,74.6,99,Chattogram,6.0,Morning,"70.1,73.4,74.2,72.0,74.6"
BD01104,Mahmud Khan,Male,University,North South University,"Accounting, Physics, ICT, Math, Biology",2.1,"Physics, ICT","Accounting, Biology",80.4,74.6,Dhaka,2.7,Morning,"75.8,76.1,77.0,75.4,80.4"
BD01105,Tanjila Hossain,Female,SSC,Viqarunnisa Noon School and College,"Chemistry, Physics, ICT, Bangla, Math, English",4.0,"Bangla, Chemistry","Math, Physics",50.3,73.5,Khulna,4.7,Morning,"41.7,41.6,40.8,50.3"
BD01106,Nusrat Khan,Female,University,United International University,"Accounting, Chemistry, ICT, English, Math",4.7,"Chemistry, ICT","English, Math",48.1,61.3,Sylhet,4.5,Night,"39.7,39.1,37.8,37.0,48.1"
BD01107,Arif Khan,Male,University,BUET,"ICT, Biology, English, Accounting, Physics, Math",3.6,"ICT, Physics","Math, English",71.0,82.8,Mymensingh,5.4,Evening,"63.5,65.3,66.8,65.9,71.0"
BD01108,Sumaiya Begum,Female,SSC,Govt. Laboratory High School,"Math, ICT, Physics, Chemistry, English, Biology",4.3,"ICT, Chemistry",English,55.8,99,Chattogram,4.7,Morning,"48.7,46.5,45.0,55.8"
BD01109,Mahmud Islam,Male,University,Rajshahi University,"Chemistry, ICT, Biology, Bangla",6.4,"Bangla, ICT","Chemistry, Biology",69.5,68.4,Chattogram,5.3,Night,"61.1,61.8,62.3,62.2,69.5"
BD01110,Fariha Akter,Female,University,BUET,"Math, Physics, ICT, Chemistry, English",3.3,"Chemistry, English",Math,73.9,85.1,Sylhet,6.9,Night,"67.5,67.2,68.4,66.7,73.9"
BD01111,Tanvir Hossain,Male,University,University of Dhaka,"Chemistry, Biology, Bangla, ICT, Physics",3.9,"Chemistry, Biology",ICT,58.0,75.3,Sylhet,6.8,Evening,"47.9,49.8,50.2,48.0,58.0"
BD01112,Sabina Akter,Female,University,Jahangirnagar University,"Chemistry, Biology, English, Bangla, Accounting",4.3,Bangla,"Chemistry, Accounting",91.7,66.7,Rajshahi,8.0,Evening,"80.5,80.9,78.8,76.5,91.7"
BD01113,Tanvir Rahman,Male,University,Rajshahi University,"ICT, Bangla, Physics, Biology",1.6,Bangla,"Biology, Physics",97.9,63.6,Chattogram,5.6,Evening,"87.8,87.3,86.5,85.2,97.9"
BD01114,Tanvir Rahman,Male,HSC,Govt. M. M. City College,"Physics, English, ICT, Bangla, Chemistry, Accounting, Biology",3.2,"English, Bangla","Chemistry, Biology",68.8,79.1,Cumilla,4.9,Night,"64.0,64.2,63.3,68.8"
BD01115,Shakib Chowdhury,Male,SSC,Dhaka Residential Model College,"Physics, Bangla, Biology, Chemistry, Math, Accounting",2.2,Biology,"Bangla, Accounting",72.1,84.4,Gazipur,3.9,Morning,"65.0,65.5,63.6,72.1"
BD01116,Naeem Khan,Male,University,Jahangirnagar University,"ICT, Accounting, Biology, Math",4.1,"ICT, Math",Biology,85.0,71.1,Sylhet,4.2,Night,"82.5,82.9,81.4,83.7,85.0"
BD01117,Fariha Khan,Female,SSC,Rajshahi Collegiate School,"Physics, Chemistry, English, Accounting, Math",2.4,"English, Math",Physics,86.2,79.2,Sylhet,4.3,Morning,"82.3,83.7,81.9,86.2"
BD01118,Jannat Rahman,Female,HSC,Notre Dame College,"Math, ICT, Physics, English, Biology, Bangla",3.5,Biology,"Physics, ICT",73.8,99,Chattogram,3.6,Morning,"64.6,64.2,66.4,73.8"
BD01119,Karim Rahman,Male,SSC,Dhaka Residential Model College,"English, Chemistry, Math, ICT, Bangla, Biology",1.7,"Bangla, ICT","Chemistry, Math",95.4,75.4,Mymensingh,1.6,Morning,"87.1,86.4,85.5,95.4"
BD01120,Farhana Sarker,Female,HSC,Rajshahi College,"Chemistry, English, Math, Accounting, ICT, Biology, Physics",4.4,"Biology, ICT","Math, Chemistry",60.7,88.3,Barishal,2.8,Evening,"57.6,56.5,54.8,60.7"
BD01121,Rahim Begum,Male,University,North South University,"Bangla, Accounting, Biology, English, ICT, Math",3.7,"Math, English","ICT, Bangla",66.8,85.5,Cumilla,3.9,Evening,"57.5,57.4,55.1,52.6,66.8"
BD01122,Naeem Khan,Male,HSC,Rajshahi College,"Math, Chemistry, Physics, Bangla, ICT",3.7,"Bangla, Physics",Chemistry,79.7,82.6,Dhaka,6.0,Morning,"73.1,73.4,71.5,79.7"
BD01123,Naeem Rahman,Male,HSC,Notre Dame College,"Physics, Bangla, Math, Chemistry, ICT, English",5.8,"Chemistry, English",ICT,47.4,84.2,Dhaka,3.5,Evening,"38.9,40.0,38.1,47.4"
BD01124,Mariam Khan,Female,HSC,Notre Dame College,"Accounting, Biology, Physics, Bangla, Chemistry, ICT, Math",2.2,"Chemistry, Bangla",Biology,70.6,81.4,Gazipur,5.7,Morning,"66.4,66.2,63.8,70.6"
BD01125,Arif Ahmed,Male,SSC,Govt. Laboratory High School,"Chemistry, Math, English, ICT, Accounting, Bangla",3.0,"Math, Accounting","English, ICT",78.5,86.7,Gazipur,3.9,Evening,"75.5,74.3,75.4,78.5"
BD01126,Fahim Sarker,Male,SSC,Rajshahi Collegiate School,"English, Accounting, Math, Chemistry, Biology, Bangla",3.0,"Biology, English","Accounting, Bangla",73.6,70.3,Rangpur,4.5,Night,"62.4,64.0,64.7,73.6"
BD01127,Jannat Chowdhury,Female,SSC,Ideal School and College,"Math, Biology, Accounting, ICT, Bangla, Chemistry",2.6,"Math, Biology",ICT,68.6,95.6,Mymensingh,3.4,Evening,"59.7,59.5,60.3,68.6"
BD01128,Jahid Hossain,Male,SSC,Rajshahi Collegiate School,"Physics, English, Chemistry, Accounting, Math, Biology, Bangla",5.3,English,"Biology, Math",90.0,80.0,Gazipur,4.9,Evening,"79.2,79.2,80.8,90.0"
BD01129,Sajid Islam,Male,HSC,Notre Dame College,"Math, ICT, English, Bangla, Biology",3.5,ICT,"Biology, Math",77.8,75.0,Chattogram,7.2,Morning,"69.7,71.1,68.8,77.8"
BD01130,Shakib Rahman,Male,SSC,Govt. Laboratory High School,"English, Physics, Bangla, Accounting, Biology, ICT, Chemistry",3.6,English,"Chemistry, Bangla",57.8,95.8,Khulna,3.9,Evening,"46.1,46.5,44.9,57.8"
BD01131,Mariam Hasan,Female,University,Rajshahi University,"ICT, Accounting, Physics, Math, English",0.8,"Accounting, ICT",English,52.7,93.7,Barishal,5.1,Evening,"44.9,46.8,48.0,50.3,52.7"
BD01132,Sajid Islam,Male,HSC,Govt. M. M. City College,"Bangla, Physics, Math, Biology, ICT",5.4,"Biology, Math","Physics, ICT",58.5,92.9,Khulna,5.5,Night,"51.0,50.3,51.2,58.5"
BD01133,Fariha Ahmed,Female,SSC,Govt. Laboratory High School,"Math, Accounting, English, Chemistry, Biology, ICT, Bangla",5.0,"Accounting, Chemistry","Math, Bangla",63.7,78.2,Rangpur,5.6,Morning,"58.3,57.6,57.7,63.7"
BD01134,Nadia Rahman,Female,University,Khulna University,"English, Math, Accounting, Physics, Bangla, Chemistry",2.8,"Bangla, Math","English, Chemistry",60.7,77.2,Rajshahi,9.2,Night,"56.5,55.6,54.5,53.2,60.7"
BD01135,Mahmud Rahman,Male,University,BUET,"Bangla, Math, Accounting, Chemistry, Physics, English",2.5,"Math, Accounting","English, Bangla",64.4,89.7,Sylhet,6.5,Night,"58.0,58.8,60.4,62.0,64.4"
BD01136,Mim Khan,Female,SSC,Dhaka Residential Model College,"Math, English, Physics, ICT, Biology",2.2,"English, ICT",Physics,55.6,68.2,Chattogram,3.9,Morning,"51.7,50.9,50.6,55.6"
BD01137,Nadia Begum,Female,University,North South University,"Accounting, Biology, English, Physics",2.6,"English, Accounting",Physics,84.4,86.3,Chattogram,5.4,Night,"79.0,78.8,76.7,76.4,84.4"
BD01138,Sajid Akter,Male,SSC,Govt. Laboratory High School,"Physics, Bangla, Biology, Math, Chemistry, Accounting, English",2.7,Chemistry,Bangla,77.6,67.1,Chattogram,6.5,Morning,"74.3,76.0,78.2,77.6"
BD01139,Arif Sarker,Male,SSC,Dhaka Residential Model College,"Accounting, Physics, Chemistry, Bangla, ICT, English",2.9,"English, Bangla",Physics,53.8,79.0,Gazipur,3.0,Evening,"42.4,43.6,42.4,53.8"
BD01140,Nadia Sarker,Female,SSC,Rajshahi Collegiate School,"English, ICT, Chemistry, Bangla, Biology, Physics, Math",2.6,"Bangla, ICT","Physics, English",61.7,99,Barishal,4.7,Morning,"55.7,56.9,55.0,61.7"
BD01141,Sumaiya Chowdhury,Female,SSC,Ideal School and College,"English, Math, ICT, Physics, Accounting, Chemistry, Biology",4.7,Physics,"Chemistry, English",67.9,85.7,Chattogram,4.1,Morning,"61.6,59.2,59.5,67.9"
BD01142,Sadia Begum,Female,University,NSU,"Biology, Accounting, Physics, Bangla, English",3.0,"Biology, English","Physics, Bangla",39.7,99,Sylhet,5.8,Evening,"33.3,32.6,30.1,31.0,39.7"
BD01143,Sadia Rahman,Female,University,Khulna University,"Chemistry, Physics, Math, Accounting",3.4,"Accounting, Math","Chemistry, Physics",77.3,82.1,Mymensingh,7.0,Morning,"73.6,71.4,70.5,72.4,77.3"
BD01144,Mim Sarker,Female,HSC,Govt. M. M. City College,"Accounting, ICT, Chemistry, English, Biology, Bangla",3.5,English,"Biology, Chemistry",88.0,80.0,Khulna,4.8,Morning,"86.3,84.5,83.0,88.0"
BD01145,Sumaiya Ahmed,Female,SSC,Rajshahi Collegiate School,"Biology, Chemistry, English, Math, Bangla, ICT",3.7,"Bangla, Biology",ICT,74.7,92.5,Chattogram,4.8,Morning,"67.8,68.3,66.9,74.7"
BD01146,Naeem Islam,Male,SSC,Viqarunnisa Noon School and College,"Biology, Chemistry, Math, Bangla, English",3.0,"Bangla, Chemistry","Biology, Math",93.3,65.0,Dhaka,5.2,Morning,"84.1,82.2,79.8,93.3"
BD01147,Jahid Chowdhury,Male,HSC,Dhaka College,"Physics, Math, Chemistry, Bangla, ICT, English",2.8,"Math, Bangla","Chemistry, ICT",65.7,69.3,Cumilla,6.3,Morning,"58.6,56.5,54.5,65.7"
BD01148,Sumaiya Khan,Female,University,University of Dhaka,"Bangla, Biology, Chemistry, ICT, English, Accounting",2.2,ICT,Bangla,77.6,53.5,Cumilla,6.9,Night,"67.9,67.8,68.3,66.3,77.6"
BD01149,Rahim Sarker,Male,HSC,Notre Dame College,"English, Chemistry, Bangla, Biology, Math, ICT",5.3,"ICT, Bangla","Chemistry, Math",65.5,85.5,Cumilla,3.4,Morning,"55.9,56.0,53.8,65.5"
BD01150,Mahmud Khan,Male,University,Jahangirnagar University,"Bangla, ICT, Math, Physics, Chemistry",0.8,Chemistry,"Physics, ICT",58.3,72.0,Chattogram,5.2,Night,"52.6,51.6,50.0,49.1,58.3"
BD01151,Jahid Chowdhury,Male,SSC,Dhaka Residential Model College,"Chemistry, Physics, Math, Accounting, English",2.2,"Physics, Accounting","English, Math",54.8,81.4,Gazipur,4.0,Evening,"49.8,48.0,51.0,54.8"
BD01152,Jahid Sarker,Male,SSC,Rajshahi Collegiate School,"ICT, Biology, English, Bangla, Physics, Accounting",2.1,Bangla,"English, ICT",70.0,89.2,Rangpur,2.4,Night,"61.3,59.8,61.1,70.0"
BD01153,Farhana Ahmed,Female,University,North South University,"ICT, Bangla, English, Biology",4.1,Bangla,"English, Biology",61.5,73.4,Sylhet,6.7,Morning,"58.0,57.2,55.3,53.9,61.5"
BD01154,Farhana Sarker,Female,SSC,Rajshahi Collegiate School,"Physics, Biology, ICT, Accounting, English, Bangla",3.8,"Bangla, Accounting","Physics, English",54.9,76.4,Mymensingh,3.1,Night,"49.4,50.1,50.1,54.9"
BD01155,Nadia Chowdhury,Female,University,United International University,"Accounting, ICT, Chemistry, Physics, Math, Biology",6.6,"ICT, Math","Accounting, Physics",65.4,81.7,Gazipur,2.3,Morning,"58.7,61.3,62.3,63.4,65.4"
BD01156,Jannat Akter,Female,University,North South University,"English, Bangla, Chemistry, Accounting",4.9,English,"Accounting, Chemistry",67.4,89.4,Chattogram,5.5,Morning,"56.8,58.3,59.1,56.7,67.4"
BD01157,Tanjila Sarker,Female,HSC,Rajshahi College,"Bangla, Chemistry, ICT, Biology, Physics, Math, Accounting",2.1,"Bangla, Math","Physics, Chemistry",51.7,56.8,Rangpur,3.9,Evening,"46.2,48.0,45.8,51.7"
BD01158,Arif Khan,Male,University,Khulna University,"English, Physics, Bangla, Chemistry, Accounting",0.8,"English, Chemistry","Bangla, Physics",80.7,66.9,Dhaka,8.4,Night,"72.0,72.3,72.2,70.6,80.7"
BD01159,Jannat Hasan,Female,University,Rajshahi University,"English, Biology, Bangla, ICT, Accounting, Physics",4.2,"Accounting, Physics","English, Biology",69.0,73.1,Barishal,7.6,Night,"61.1,62.9,62.8,63.6,69.0"
BD01160,Rafi Khan,Male,SSC,Rajshahi Collegiate School,"ICT, Accounting, Biology, Bangla, Math, Chemistry",2.1,"Bangla, Biology","ICT, Accounting",70.5,73.5,Rangpur,2.9,Morning,"64.7,63.4,63.8,70.5"
BD01161,Nadia Sarker,Female,University,Jahangirnagar University,"Biology, Physics, English, Bangla",2.5,"Physics, Biology",Bangla,43.8,85.2,Chattogram,6.3,Evening,"35.1,33.9,32.2,31.8,43.8"
